34,"Thứ 7 họp phụ huynh 😭😭.\n.\n.\n.\n.\n.\n.\n#가평맛집 #세종맛집 #을지로맛집 #잠실맛집 #종로맛집 #인사동맛집 #신사동맛집 #동대문맛집 #가로수길맛집 #경리단길맛집 #신촌맛집 #남산맛집 #명동맛집 #노량진맛집 #이대맛집#일상 #선팔 #좋아요 #맞팔 #팔로우#셀카 #셀스타그램 #먹스타그램 #럽스타그램 #데일리룩 #셀기꾼 #소통 #공감 #인친,"
35,"잘보고가요^^사진좋네요~,"
36,"Back mk nha c,"
37,"잘보고가요^^사진좋네요~,"
38,"Back mk nha c,"
39,"촉촉한 챠슈말이.. 소수의 분을 위해 정성을 말아드립니다.\n#가마마루이 #라멘#신촌맛집 #ramen #차슈덮밥#チャーシュー #일본라멘#ラーメン #백종원3대천왕#백종원3대천왕맛집,"
40,"소통해요🤗\n.\n.\n.\n.\n더사뿐.\n.\n.\n.\n. ""마사지 얼트라 캡쏭 좋으다""\n.\n.\n.\n.\n예전 백년손님 촬영 후 쌤이 해준 사인🙌🙌\n.\n.\n.\n.\n#더사뿐 #신촌 #신촌데이트 #신촌카페 #신촌맛집 #신촌마사지 #홍대 #홍대맛집 #홍대카페 #데이트 #이색데이트 #데이트스냅 #데이트코스 #직장인그램 #직장인스타그램 #직장인 #주말 #주말데이트 #마사지 #아로마 #아로마마사지 #소통 #소통해요 #선팔 #선팔하면맞팔 #맞팔 #데일리 #데일리룩 #followme #followforfollowback,"
41,"@sky_mir_hanju 우선 한국으로^^,"
42,"@thesappun_ 그러게 ㅋㅋㅋ 한국8월에감니다요,"
43,"@sky_mir_hanju 우선 한국으로^^,"
44,"@thesappun_ 그러게 ㅋㅋㅋ 한국8월에감니다요,"
45,"👨\u200d🍳\n새식구들이 왔어요. \n델구스토의 소품담당님께서 독일 출장 다녀오시며 데려온 아이들입니다. \n독일아이, 네덜란드아이 등등 많은 애들이 왔어요. \n소품 구경하러 오세요. \n보자마자 ""와!"" 하실겁니다. .\n.\n#세계여행 #해외여행 #인테리어 #독일  #네덜란드 #풍차 #냉장고자석 #스노우볼 \n#홍대 #홍대파스타 #홍대스테이크 #홍대데이트 #홍대맛집 이고 싶다. #연남동 #신촌 #상수동 #상수동맛집 이고 싶다. #상수동파스타 #연남동맛집 이고 싶다.  #홍대레스토랑 #연남동파스타 #신촌파스타 #신촌맛집 이고 싶다. #상수역 #합정 #합정맛집 이고 싶다. #합정파스타 #합정스테이크,"
46,"와....😻😻,"
47,"@youyouhi_lovejunghee 🤣,"
48,"와....😻😻,"
49,"@youyouhi_lovejunghee 🤣,"
50,"Pork bone soup...soup was tasty but compared to others...this has lesser peppery taste... #gamjatang #porkbonesoup #koreanfood #food #foodporn #foodie #foodstagram #burpple #daily #sinchon #throwback #감자탕 #한식 #한국음식 #음식 #음식스타그램 #맛스타그램 #먹스타그램 #먹방 #냠스타그램 #일상 #일상스타그램 #신촌 #신촌맛집 #후퇴 #기분좋아,"
51,"#부야스곱창 #신촌 #신촌맛집 #식욕폭발 #곱창 #사랑,"
52,"와 먹고싶다 저거설마나?,"
53,"와 먹고싶다 저거설마나?,"
54,"두툼한 #칼집삼겹\n#회식 #도적 #맛집 #신촌맛집\n고기먹고 칼칼한 김치칼국수먹으면\n최고!!\n#삼겹살클라스보소\n#먹스타그램\n항정살두 맛있음,"
55,"하...😋,"
56,"@channaa9436  요거 먹으러가까? 공덕동 튀김이 땡기긴 해ㅋ,"
57,"하...😋,"
58,"@channaa9436  요거 먹으러가까? 공덕동 튀김이 땡기긴 해ㅋ,"
59,"즐거운 시간 😆 [ #아현한곱창 ]\n놀고싶은 계절 놀고싶은 날씨 놀고싶음 하루🌸\n#맛집탐방 >> [ #아마이 ]\n.\n#신촌#신촌맛집#술집#이자카야#izakaya#꼬치#맛있다그램#좋아요#가족#생일파티#아현맛집#이대맛집#맛있다#일상#소통#맞팔#추억#먹스타그램#맛스타그램#먹방#술스타그램#친구#서대문맛집#신촌맛집#마포맛집#서울맛집#단골맛집#koreafood,"
60,"#매콤로제파스타 #뉴욕오리지널브런치,"
61,"좋은하루되세요 :),"
62,"난리난리난리나 난리난리나,"
63,"좋은하루되세요 :),"
64,"난리난리난리나 난리난리나,"
65,"#매콤로제파스타 #빠네추가,"
66,"반갑습니다. ^^,"
67,"맞팔해요~ ✋✋,"
68,"반갑습니다. ^^,"
69,"맞팔해요~ ✋✋,"
70,"#뉴욕오리지널브런치,"
71,"친하게지내요~~!!!!!!!!,"
72,"반갑습니다.서로 소통해요😊,"
73,"친하게지내요~~!!!!!!!!,"
74,"반갑습니다.서로 소통해요😊,"
75,"#오늘뭐먹어 #서울맛집 #부산맛집 #대구맛집 #전주맛집#홍대맛집 #강남맛집 #일산맛집 #인스타푸드 #인스타먹방 #푸드스타그램 #맛있다그램 #맛집 #먹스타그램 #먹방 #존맛탱 #맛스타그램 #달콤 #대전맛집 #신촌맛집 #명동맛집#건대맛집 #종로맛집# #food,"
76,".\n몸에 좋은거여👍\n#홍대 #저녁 #간장게장 #존맛 #먹보의일기 #먹방 #먹스타그램 #푸드스타그램 #맛집 #여행 #홍대맛집 #신촌맛집 #홍대핫플 #일상 #daily .\n.\n.\n.\n.\n.\n#맞팔 #선팔하면맞팔 #인친해요 #팔로우 #좋아요 #ff #f4f #인스타그램,"
77,"꺄ᆢ🙊🙊🙊👍,"
78,"꺄ᆢ🙊🙊🙊👍,"
79,"#닭갈비 #무란리필 #신촌 #신촌역 #신촌맛집 #맛집 #닭 #음식 #먹스타그램 #맛스타그램 #닭갈비제작소,"
80,"휴가의 계절이 다가오고 있다 ㅎ..\n올 시즌도 휴가철 주문폭주 하지 싶다 ㅎ\n제일 간편한 요리 방법\n\n1.커피 보드에 물을 데운다\n2.냉면 그릇에 냉동 새우 를 8-10 마리 담는다\n3.데워진 물을 냉면 그릇에 붓는다\n4.오분 정도 지나면 새우가 더욱더 짙은 빨간색을 띠는데 그때 머리 부분을 떼고 껍질 과 함께 통채로 씹어 먹어도 되고 아니면  껍질을 떼고 살만 먹어도 된다 \n__\n\n피서의 계절인 여름에 캠핑장or 펜션 or피서지 에서나  낚시 즐기는 낚시꾼들 이나 일반가정 에서  어린애들 간식 으로 너무나 쉽게 해 먹을수 있다..ㅎ\n한마디 로  냉동새우의 혁명 이라고 부르며  이것을 나는 스팀새우 라고 명칭한다 .\n.\n스팀새우 문의 는 다이렉트\n___\n\n#강남맛집 #홍대맛집#이태원맛집#창원맛집#신촌맛집\n#서면맛집#건대맛집#인천맛집#부천맛집#수원맛집\n___\n#성남맛집#안양맛집#분당맛집#강릉맛집#속초맛집\n#대전맛집#청주맛집#전주맛집#대구맛집#통영맛집\n___\n#부산맛집#jeju#포항맛집 #광주맛집 #일산맛집#남포동맛집 #대학로맛집 #인친 #먹방 #맛집,"
81,"이것도 이제 판매하는거야?새우짱좋아라하는데,"
82,"@kmjeksql  원래 판매 하던거다..가격이 블랙타이거 새우 보다 비싸다 보니 특정 매니아들만 맛 보던거다 ㅎ....마다카스카르 새우 검색 하면 왜 비싼지 알거다 ㅎ,"
83,"이것도 이제 판매하는거야?새우짱좋아라하는데,"
84,"@kmjeksql  원래 판매 하던거다..가격이 블랙타이거 새우 보다 비싸다 보니 특정 매니아들만 맛 보던거다 ㅎ....마다카스카르 새우 검색 하면 왜 비싼지 알거다 ㅎ,"
85,"#오늘뭐먹어 #서울맛집 #부산맛집 #대구맛집 #전주맛집#홍대맛집 #강남맛집 #일산맛집 #인스타푸드 #인스타먹방 #푸드스타그램 #맛있다그램 #맛집 #먹스타그램 #먹방 #존맛탱 #맛스타그램 #달콤 #대전맛집 #신촌맛집 #명동맛집#건대맛집 #종로맛집# #food,"
86,"사진잘보고가요!🙎🏻🙌🏻,"
87,"잘보고 갑니다,"
88,"사진잘보고가요!🙎🏻🙌🏻,"
89,"잘보고 갑니다,"
90,"#2017 #5 #17 .\n#신촌 #신촌맛집 #육성식당 #소고기 #가성비갑 #먹스타그램 #럽스타그램 .\n.\n.\n미용실갔다가 우리가 찾아낸 신촌 맛집 육성식당에서 저녁~~ #최고 !!!!😚👍🏻👍🏻,"
91,"다탄거같은데.....???ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"
92,"필터를 잘못 씌웠나... 진짜 맛있는데.. ㅋㅋㅋㅋㅋㅋㅋ #망,"
93,"다탄거같은데.....???ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"
94,"필터를 잘못 씌웠나... 진짜 맛있는데.. ㅋㅋㅋㅋㅋㅋㅋ #망,"
95,"#신촌맛집 #통큰갈비 \n무한리필갈비..🤤🤤,"
96,"피드잘보고갑니다,"
97,"피드잘보고갑니다,"
98,"#신촌닭한마리 #신촌사랑 #신촌유닭스토리 #신촌맛집 #신촌역맛집,"
99,"파스타? 스파게티! 정확한이름은...기억이안나~\n#먹스타그램 #맛스타그램 #스파게티 #신촌맛집 #파스타 #먹부림,"
100,"잘보고 가요!!👏 좋은 하루 보내시고요✨🙏,"
101,"잘보고갑니당👏,"
102,"잘보고 가요!!👏 좋은 하루 보내시고요✨🙏,"
103,"잘보고갑니당👏,"
104,"신촌 란제리 01039107661신촌 란제리 01039107661신촌 란제리 01039107661파레스가라오케 밤 12시부터 \n주대 10만원!\n010-3910-7661 황정민\n서대문구 창천동 29-111 파레스\n#엉덩이성애자 #엉짱 #파레스 #퍼시픽 #싸다 #양주 #파티룸 #주대 #10만원 #가라오케 #신촌술집 #신촌맛집 \n#생파🎂 #생일 #고수익 #알바구함 #이벤트🎁 #초특가세일 #특가대표,"
105,"선팔하고갑니다요:D,"
106,"매일마다 행복하시기 바래요,"
107,"선팔하고갑니다요:D,"
108,"매일마다 행복하시기 바래요,"
109,"""나의 친구 남아공에서 와준 정키\n오늘도 신촌의 밤은 그로 인해 외롭지 않았네요.사랑해요.정키\n#신촌사랑 #신촌닭한마리 #신촌명물 #신촌유닭스토리 #신촌맛집 #신촌역맛집"","
110,"언제 만나도 가족처럼 편하고 즐거운💞\n.\n.\n.\n#고등학교 #고등학교친구 #친구 #포차어게인 #신촌맛집 #가족 #축제 #사랑해,"
111,"@yejinlisa 내년엔질리도록보자💓,"
112,"@jung.jasmine_ 그러쟈그러쟈💗💗💗,"
113,"@yejinlisa 내년엔질리도록보자💓,"
114,"@jung.jasmine_ 그러쟈그러쟈💗💗💗,"
115,"미쓰뤼+불막창\n크기보소~~ #미쓰뤼\n\n#개맛존맛 #개맛\n #포차스타미쓰뤼 \n#신촌\n#신촌맛집\n#신촌포차\n#포차\n\n#신촌술집 #신촌술집추천 #신촌술집저렴 #신촌술집맛집\n #연세대 #연세대학교 #연대 #이대 #이화여대 #서강대 #헌팅 #헌팅술집,"
116,"선팔하고 갑니다 친하게 지내요^^,"
117,"사진 잘 보고 갑니다! 제 인스타에도 놀러와주실꺼죠?😉,"
118,"선팔하고 갑니다 친하게 지내요^^,"
119,"사진 잘 보고 갑니다! 제 인스타에도 놀러와주실꺼죠?😉,"
120,"미쓰뤼+통오징어개꿀짬뽕탕\n\n드가는게마나\n\n통오징어\n홍합\n고기\n우동사리\n\n맛있겠지\n\n#미쓰뤼\n\n#개맛존맛 #개맛\n #포차스타미쓰뤼 \n#신촌\n#신촌맛집\n#신촌포차\n#포차\n\n#신촌술집 #신촌술집추천 #신촌술집저렴 #신촌술집맛집\n #연세대 #연세대학교 #연대 #이대 #이화여대 #서강대 #헌팅 #헌팅술집,"
121,"멋지네요✨,"
122,"멋지네요✨,"
123,"""역시 저희 지역 신촌의 밤을 매일매일 로맨틱하게 수놓는 나의 친구 안코드와 남아공에서 일부러 와준 색소폰주자인 정키! 이들 모두와 저희 지역 신촌을 진정 사랑해요~~\n#신촌 #신촌유닭스토리 #신촌명물 #신촌사랑 #신촌맛집 #신촌카페 #닭한마리"","
124,"미쓰뤼+광년이국물쏘야\n\n#미쓰뤼\n\n#개맛존맛 #개맛\n #포차스타미쓰뤼 \n#신촌\n#신촌맛집\n#신촌포차\n#포차\n\n#신촌술집 #신촌술집추천 #신촌술집저렴 #신촌술집맛집\n #연세대 #연세대학교 #연대 #이대 #이화여대 #서강대 #헌팅 #헌팅술집,"
125,"최고✌,"
126,"구경하다 좋아요 누르고 갑니다😆,"
127,"최고✌,"
128,"구경하다 좋아요 누르고 갑니다😆,"
129,"미쓰뤼 미친1700팥빙수\n\n얼어디짐주의\n\n#미쓰뤼\n\n#개맛존맛 #개맛\n #포차스타미쓰뤼 \n#신촌\n#신촌맛집\n#신촌포차\n#포차\n\n#신촌술집 #신촌술집추천 #신촌술집저렴 #신촌술집맛집\n #연세대 #연세대학교 #연대 #이대 #이화여대 #서강대 #헌팅 #헌팅술집,"
130,"와맛있겠당♡,"
131,"😄,"
132,"와맛있겠당♡,"
133,"😄,"
134,"#신촌 #술집 #포차브라더스 #신촌맛집 #신촌술집 #묵은지 #닭도리탕 #닭볶음탕 #묵은지닭볶음탕 #존맛 #술안주 #안주,"
135,"28일 #첫생일 #첫돌 \n#돌복 얻어입으려고 행차하신 우리시아~\n식사내내 뽀로로에 집중하며 재미있는 장면이 나오면 베시시 웃는다.\n내새낀 아니지만 어찌나 이쁜지 이모함미 뽀 뽀 하면 고개를 설레설레 흔든다.\n쳇! 나도 되꺼덩 ㅋ\n#손녀스타그램 #손녀사랑 #첫돌 #얘슐리 #신촌맛집,"
136,"방콕익스프레스 :)\n소프트 크랩은 여전히 맛나네ㅋ\n.\n#맛집 #신촌맛집 #먹방 #먹스타 #맛스타 #신촌 #이대 #일상 #소통 #공유 #팔로우 #팔로워 #맞팔 #선팔 #환영 #좋아요 #사진 #항공샷,"
137,"잘 보고갈게요~ 맞팔해요✨,"
138,"볼때마다 맛있는것만 드시는듯 ㅋㅋㅋ😂😂,"
139,"잘 보고갈게요~ 맞팔해요✨,"
140,"볼때마다 맛있는것만 드시는듯 ㅋㅋㅋ😂😂,"
141,"#신촌맛집 #신촌데이트 😍 #통큰갈비 #스테이크갈비무한리필 #돼지갈비 #매운양념갈비 계속주시네ㅋㅋㅋ 여긴 다 가져다주신당♡ #소금등갈비구이 #먹방 #고기스타그램 #먹스타그램 #배부름🐷,"
142,"좋아요 누르고갑니다,"
143,"@jartschool 🤗반가워용,"
144,"좋아요 누르고갑니다,"
145,"@jartschool 🤗반가워용,"
146,"파레스가라오케 밤 12시부터 \n주대 10만원!\n010-3910-7661 황정민\n서대문구 창천동 29-111 파레스\n#파티룸 #주대 #10만원 #tc #회식 #홍대룸 #룸싸롱 #가라오케 #신촌술집 #신촌맛집 \n#생파🎂 #생일 #고수익 #알바구함 #아베크 #고급진 #럭셔리 #이벤트🎁 #초특가세일 #특가대표 #이뿌니들 #존예보스 #졸예💕,"
147,"황정민, visite www.igseguidores. com e ganhe milhares de seguidores e likes de graça,"
148,"황정민, visite www.igseguidores. com e ganhe milhares de seguidores e likes de graça,"
149,"#이대후문맛집 #신촌맛집\n#서백자와허규일 \n와우~ 여기상차림은진짜다🖒\n#맛도진짜다😋#최고의한상차림 \n#오징어제육볶음 #명란순두부찌개\n#한정식맛집 #맛나요\n#맛스타그램 #먹방 #먹방스타그램\n#먹부림 #먹부림스타그램 #instafood,"
150,"잘보고가욤~,"
151,"살짝쿵 들렷다가요🎈,"
152,"잘보고가욤~,"
153,"살짝쿵 들렷다가요🎈,"
154,"#로실링플레이리스트\xa0- 68\n\nDrake - Jungle\n\n간만의 추천입니다. 정말 좋은데 잘들 모르시는 드레이크의 곡이에요. 유튜브에 오피셜 비디오가 없어서 오디오라도 제대로 담고 있는 영상을 찾아 올려드립니다. (다시 확인하니까 오디오도 원곡이 아니네요. 멜론에서 들어주세요. ㅎㅎ)\n\n#신촌\xa0#신촌맥주\xa0#신촌혼술\xa0#신촌술집\xa0#신촌카페\xa0#신촌위스키\xa0#신촌맛집\xa0#대학생\xa0#플레이리스트\xa0#술스타그램\xa0#먹스타그램\xa0#연세대\xa0#서강대\xa0#이화여대\xa0#이대\xa0#방학\xa0#음악추천\xa0#노래추천 #혼맥\xa0#혼술\xa0#소통\xa0#맞팔\xa0#음악\xa0#노래 #솔플 #로실링,"
155,"@annehyewon 다모토리 쓸어버린다는 전설의 안여인...,"
156,"@low_ceiling 누가 헛소리하냐 ㅠ,"
157,"@annehyewon 다모토리 쓸어버린다는 전설의 안여인...,"
158,"@low_ceiling 누가 헛소리하냐 ㅠ,"
159,"신촌 만남 성공적❤️#신촌#맛집#신촌맛집#신촌스테이크#스테이크#빕스#신촌빕스#빕스20주년셋트#탐탐#탐앤탐스#오몽주스#오렌지#자몽#주스#이름#졸귀탱#유플렉스#구경#커플사진#럽스타그램#청라#미남#오늘도#고마워#선팔#맞팔#선팔하면맞팔,"
160,"맛난 스테이크도 두덩어리나 먹구 샐러드바도 배터지게 ... 너무 맛있게 먹었어😊 퇴근하고 만나서 빕스랑 탐탐카페밖에 못갔지만 그 시간이 너무 행복하다 ❤️ 오늘도 너무너무너무 고마워,"
161,"사진잘보고가여~자주놀러올께요 😄,"
162,"맛난 스테이크도 두덩어리나 먹구 샐러드바도 배터지게 ... 너무 맛있게 먹었어😊 퇴근하고 만나서 빕스랑 탐탐카페밖에 못갔지만 그 시간이 너무 행복하다 ❤️ 오늘도 너무너무너무 고마워,"
163,"사진잘보고가여~자주놀러올께요 😄,"
164,"다이어트가 뭐죠\n먹는건가요🐷\n.\n.\n.\n#먹스타그램#맛스타그램#술스타그램#신촌맛집#먹방#신촌#뉴욕야시장#안주#치킨#고칼로리#다이어트#hangout#drinks#foodie#yum#foodporn#chicken,"
165,"#생일파티 #여섯명 #💕#신촌 #신촌칼 #cafecafe\n여섯이 다 모인건 진짜 오랜만인듯\n미리받은 생일선물 고마어👍👍\n박서연: ""샤넬백에 스벅 들고다니면 퇴치효과있대 꼭들고다녀 자동퇴치 ㄱ""\n세상제일고맙ㅋㅋㅋㅋㅋㅋㅋ\n.\n.\n.\n.\n#생일 #생일선물 #친구 #사랑해 #스벅 #상품권 #카드 #편지 #선풍기 #세개지만 #이젠네개지만 #잘쓸게 #보조배터리는 #언제줄거야? #daily #일상 #22 #대학생 #먹스타그램 #맛스타그램 #신촌맛집,"
166,"@eunkyungson.scarlett 시무룩,"
167,"@kmkhana_27 ㅋㅋㅋㅋ넝담이야 알지내맘😘😘,"
168,"@eunkyungson.scarlett 시무룩,"
169,"@kmkhana_27 ㅋㅋㅋㅋ넝담이야 알지내맘😘😘,"
170,"#가평맛집 #세종맛집 #을지로맛집 #잠실맛집 #종로맛집 #인사동맛집 #신사동맛집 #동대문맛집 #가로수길맛집 #경리단길맛집 #신촌맛집 #남산맛집 #명동맛집 #노량진맛집 #이대맛집#일상 #선팔 #좋아요 #맞팔 #팔로우#셀카 #셀스타그램 #먹스타그램 #럽스타그램 #데일리룩 #셀기꾼 #소통 #공감 #인친,"
171,"Flb nha,"
172,"@real_vmd . Tới cậu back ạ.,"
173,"Flb nha,"
174,"@real_vmd . Tới cậu back ạ.,"
175,"위장 폭팔 👐\n기가맥히는 수제핫도그🌭와 침샘폭팔 감자튀김🍟\n.\n이대 REAL맛집 "" 프라이드킹 ""에서 스트레스 날려버리세요 👊👊\n.\n.\n.\n.\n.\n#이대맛집 #이대 #이대맛집TOP10 #프라이드킹 #게존맛 #감튀존맛 #감튀핵맛 #감자튀김 #핫도그 #좋아요 #선팔 #맞팔 #비주얼깡패 #선팔하면맞팔가요 #선팔하면맞팔 #flower #flowers #팔로우 #팔로우미 #홍대맛집 #신촌맛집,"
176,"피드 잘 보고가요!! 맞팔해요~👦🏻,"
177,"@euichan_nim 자주소통해요!! :),"
178,"피드 잘 보고가요!! 맞팔해요~👦🏻,"
179,"@euichan_nim 자주소통해요!! :),"
180,"나으사랑 너으사랑 #황소곱창 ...\n곱창은 소곱창이지~~~~~~~ 꺄아ㅏㅏㅏㅏ\n#신촌황소곱창#신촌맛집#윤설이랑데이트❣️ @yoonseolii,"
181,"ㅎㅏ..귀국각,"
182,"@g_wonyy66 ㅂㄷㅂㄷ,"
183,"ㅎㅏ..귀국각,"
184,"@g_wonyy66 ㅂㄷㅂㄷ,"
185,"#신촌맛집 #이대맛집 #낯선고기 #익숙한사람들 #김사장 #대박 #신메뉴출시 #문전성시 #예약필수,"
186,"구경 잘하고가요!✨,"
187,"반가운 얼굴들~,"
188,"구경 잘하고가요!✨,"
189,"반가운 얼굴들~,"
190,"오늘 저녁은, 신촌 구복💗\n중국인이 샤오룽바오를 비롯해 기스면, 우육면 등 몇 가지 메뉴를 만들어 제공하는 작은 식당이다. 중국식의 투박한 손맛때문에 생각날 때마다 한번씩 찾게 되는 곳!\n*\n짭쪼름하면서 탱탱한 면발의 기스면과 \n육즙 터지는 샤오룽바오☺\n사랑입니다, 사랑합니다💋\n.\n.\n#신촌맛집 #구복 #맛있어😭 #야밤에또생각나네 #몇시간지났다고,"
191,"역시 마라탕은 여기를 못따라오지...🥘 #신촌맛집#호탕마라탕#마라탕#麻辣烫#사장님이#날좋아하는거알아🎶,"
192,"잘 보고 가요ㅎ,"
193,"잘 보고 가요ㅎ,"
194,"냠냠 원래 가던 곳 문닫아서 다른곳 가봤는데\n연어는 언제든 한결같이 맛있다\n#사케동 #연어 #맛있다그램 #신촌 #신촌맛집 #돈부리모노 #냠냠 #먹스타그램 #배부름 #돼지 #럽스타그램 #커플스타그램 #커플 #또먹고싶당,"
195,"ㅋㅋㅋㄱㅋㄱㄱ태그뭐냐,"
196,"@ji_lun 쿠쿸... 중독적이지만 알싸한 그대랄까..쿸..⭐️,"
197,"ㅋㅋㅋㄱㅋㄱㄱ태그뭐냐,"
198,"@ji_lun 쿠쿸... 중독적이지만 알싸한 그대랄까..쿸..⭐️,"
199,"내 입맛에는 조금 짯다는ㅋㅋㅋㅋㅋㅋㅋ\n\n#신촌맛집 #오코노미야끼맛집 #기린이치방,"
200,"@jung_eun_1988 자기함께하자😍 @carpe__diemmmmm 이태원이야? 거기서뭐해?,"
201,"@h.jjjjjjj 난 당분간은 바빠....ㅠㅠ,"
202,"@jung_eun_1988 자기함께하자😍 @carpe__diemmmmm 이태원이야? 거기서뭐해?,"
203,"@h.jjjjjjj 난 당분간은 바빠....ㅠㅠ,"
